stun_name_1,stun_desc_1,Stun,Action,Power,oneEnemy,Tier1,1,Mana,0,3,"stun::1"
stun_name_2,stun_desc_2,Stun,Action,Power,oneEnemy,Tier1,1,Mana,1,0,"stun::1"
stun_name_3,stun_desc_3,Stun,Action,Power,allEnemy,Tier2,1,Mana,0,3,"stun::1"
stun_name_4,stun_desc_4,Stun,Action,Power,allEnemy,Tier2,1,Mana,1,0,"stun::1"
atk_up_name,atk_up_desc_1,AttackUp,Action,Power,onePlayer,Tier0,1,Mana,0,3,"outgoingDamageAdd::2:7:d"
atk_up_name,atk_up_desc_2,AttackUp,Action,Power,onePlayer,Tier0,1,Mana,0,3,"outgoingDamageMultiple::0.1:0.3:f"
atk_up_name,atk_up_desc_3,AttackUp,Action,Power,onePlayer,Tier1,1,Mana,1,0,"outgoingDamageAdd::2:7:d"
atk_up_name,atk_up_desc_4,AttackUp,Action,Power,onePlayer,Tier1,1,Mana,1,0,"outgoingDamageMultiple::0.1:0.3:f"
atk_down_name,atk_down_desc_1,AttackDown,Action,Power,oneEnemy,Tier0,1,Mana,0,3,"outgoingDamageMultiple::-0.1:-0.3:f"
atk_down_name,atk_down_desc_2,AttackDown,Action,Power,oneEnemy,Tier1,1,Mana,1,0,"outgoingDamageMultiple::-0.1:-0.3:f"
inc_dmg_name,inc_dmg_desc_1,IncomingDamageUp,Action,Power,oneEnemy,Tier0,1,Mana,0,3,"incomingDamage::0.1:0.3:f"
inc_dmg_name,inc_dmg_desc_2,IncomingDamageUp,Action,Power,oneEnemy,Tier1,1,Mana,2,0,"incomingDamage::0.2:0.4:f"
draw_name,draw_desc_1,Draw_1,Action,Skill,nop,Tier1,1,Mana,0,0,"Draw::1"
draw_name,draw_desc_2,Draw_2,Action,Skill,nop,Tier2,1,Mana,0,0,"Draw::2"
shield_up_name,shield_up_desc_1,ShieldUp,Passive,Power,allPlayer,Tier0,0,Mana,0,0,"outgoingShieldAdd::1:5:d"
shield_up_name,shield_up_desc_2,ShieldUp,Passive,Power,allPlayer,Tier1,0,Mana,0,0,"outgoingShieldMultiple::0.1:0.4:f"
shield_name,shield_desc_1,Shield_1,Action,Skill,onePlayer,Tier0,1,Mana,0,0,"Shield::3:9:d"
shield_name,shield_desc_2,Shield_2,Action,Skill,onePlayer,Tier1,1,Mana,0,0,"Shield::6:12:d"
shield_name,shield_desc_3,Shield_3,Action,Skill,allPlayer,Tier2,1,Mana,0,0,"Shield::10:20:d"
atk_name,atk_desc_1,Attack_1,Action,Skill,oneEnemy,Tier0,1,Mana,0,0,"Damage::5:10:d"
atk_name,atk_desc_2,Attack_2,Action,Skill,oneEnemy,Tier1,1,Mana,0,0,"Damage::12:18:d"
atk_name,atk_desc_3,Attack_3,Action,Skill,allEnemy,Tier1,1,Mana,0,0,"Damage::8:15:d"
down_dmg_name,down_dmg_desc_1,DownDamage,Action,Power,onePlayer,Tier0,1,Mana,2,0,"incomingDamage::-0.1:-0.3:f"
down_dmg_name,down_dmg_desc_2,DownDamage,Action,Power,onePlayer,Tier0,1,Mana,0,3,"incomingDamage::-0.1:-0.3:f"

heart_name_1,heart_desc_1,Heart_1,Passive,Power,allPlayer,Tier0,0,Mana,0,0,"MaxHPAdd::3:10:d"
heart_name_2,heart_desc_2,Heart_2,Passive,Power,allPlayer,Tier1,0,Mana,0,0,"MaxHPAdd::7:21:d"
rebirth_name,rebirth_desc,Rebirth,Passive,Power,allPlayer,Tier2,0,Mana,0,0,"MaxHPAdd::15:25:d|turnAddHp::1:3:d"
dice_attack_name,dice_attack_desc,DiceAttack,Action,Skill,oneEnemy,Tier0,0,Mana,0,0,"DiceDamage::1"
gamblers_coin_name,gamblers_coin_desc,GamblersCoin,Action,Power,onePlayer,Tier0,0,Mana,0,1,"LuckMultipleDamage::1"
absolute_luck_name,absolute_luck_desc,AbsoluteLuck,Passive,Power,allPlayer,Tier3,0,Mana,0,0,"absoluteLuck::1"



potion_name_1,potion_desc_1,HealingPotion_1,Scroll,Skill,onePlayer,Tier0,0,Mana,0,0,"Heal::10:15:d"
potion_name_2,potion_desc_2,HealingPotion_2,Scroll,Skill,onePlayer,Tier1,0,Mana,0,0,"Heal::20:35:d"
potion_name_3,potion_desc_3,HealingPotion_3,Scroll,Skill,allPlayer,Tier2,0,Mana,0,0,"Heal::35:70:d"
potion_name_4,potion_desc_4,HealingPotion_4,Scroll,Skill,allPlayer,Tier3,0,Mana,0,0,"Heal::300:1000:d"
